89871315	14	83	58	17	15	53	11
56936231	60	17	72	53	92	49	17
12100362	62	5	39	86	67	52	32
87507651	72	72	92	21	2	32	91
56887378	60	28	87	56	57	38	75
99374937	30	58	1	78	78	71	42
17507835	86	7	61	80	71	19	67
77761943	40	41	53	26	82	2	73
42106019	78	28	52	70	60	14	49
71285399	83	20	94	91	79	68	34
66277859	96	56	9	69	25	32	23
52342906	37	76	55	19	20	70	67
98334423	83	96	4	24	82	3	48
15281383	94	87	69	15	83	85	71
41442635	36	87	42	91	77	6	14
34990045	64	62	19	92	51	75	53
94496132	33	19	42	59	52	48	90
32809853	93	80	4	3	89	55	95
76423846	69	58	74	77	63	94	8
62780418	91	30	10	55	72	57	79
20516556	99	63	25	71	82	94	5
55344818	73	38	21	86	72	59	16
37057915	64	35	51	99	64	28	94
48401700	50	45	84	96	7	86	61
62402153	93	95	26	25	17	29	94
47230322	72	67	78	75	14	19	41
61952119	15	51	63	66	52	32	33
84952424	62	42	48	59	58	65	58
37926331	99	95	85	39	11	83	86
25604249	76	30	74	45	46	73	8
